tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
rmp.rakuten.com,Targeted Advertising cookies (including social media),Rakuten,HTTP Cookie,bench_new_T7_167735,,,,,Existing CM Trackers-Not Found,,,,,
tiktok.com,Targeted Advertising cookies (including social media),TikTok,HTTP Cookie,bench_new_T7_167691,,90,,https://www.CLIENT_X.com.br/,New Third Party Trackers,,,,,
company-target.com,Targeted Advertising cookies (including social media),"Demandbase, Inc.",HTTP Cookie,bench_new_T7_167805,,396,,https://www.CLIENT_X.com.br/a-w/about,New Third Party Trackers,,,,,
lemmatechnologies.com,Targeted Advertising cookies (including social media),Lemma Technologies,HTTP Cookie,bench_new_T7_167708,,,,,Existing CM Trackers-Not Found,,,,,
gssprt.jp,Targeted Advertising cookies (including social media),Geniee,HTTP Cookie,bench_new_T7_167765,,,,,Existing CM Trackers-Not Found,,,,,
rmp.rakuten.com,Targeted Advertising cookies (including social media),Rakuten,HTTP Cookie,bench_new_T7_167802,,,,,Existing CM Trackers-Not Found,,,,,
www.CLIENT_X.pt,Essential cookies,CLIENT_X - Portugal,HTTP Cookie,bench_new_T7_167694,,,,,Existing CM Trackers-Not Found,,,,,
cdn.blueconic.net,Targeted Advertising cookies (including social media),BlueConic,HTTP Cookie,bench_new_T7_167764,,,,,Existing CM Trackers-Not Found,,,,,
adbrn.com,Targeted Advertising cookies (including social media),"The Trade Desk, Inc.",HTTP Cookie,bench_new_T7_167770,,,,,Existing CM Trackers-Not Found,,,,,
assets.babylonjs.com,Targeted Advertising cookies (including social media),Babylon.js,HTTP Cookie,bench_new_T7_167749,,,,,Existing CM Trackers-Not Found,,,,,
px.ads.linkedin.com,Targeted Advertising cookies (including social media),LinkedIn,JavaScript,bench_new_T7_167768,,,,https://www.CLIENT_X.com.br/healthcare/solutions/mother-and-child-care,New Third Party Trackers,,,,,
csm.fr3.eu.criteo.net,Targeted Advertising cookies (including social media),Criteo SA,HTTP Cookie,bench_new_T7_167759,,,,,Existing CM Trackers-Not Found,,,,,
adingo.jp,Targeted Advertising cookies (including social media),fluct,HTTP Cookie,bench_new_T7_167819,,,,,Existing CM Trackers-Not Found,,,,,
secure.adnxs.com,Targeted Advertising cookies (including social media),"Xandr, Inc.",HTTP Cookie,bench_new_T7_167711,,,,,Existing CM Trackers-Not Found,,,,,
www.CLIENT_X.com.br,Essential cookies,CLIENT_X - Brazil,HTTP Cookie,bench_new_T7_167713,,365,,https://www.CLIENT_X.com.br/c-p/SCY964_02/bico-mamadeira-petala,New First Party Trackers,,,,,
doubleclick.net,Targeted Advertising cookies (including social media),Google Advertising Products,HTTP Cookie,bench_new_T7_167792,,0,,https://www.CLIENT_X.com.br/,New Third Party Trackers,,,,,
yahoo.com,Targeted Advertising cookies (including social media),Yahoo International Limited,HTTP Cookie,bench_new_T7_167772,,,,,Existing CM Trackers-Not Found,,,,,
w55c.net,Targeted Advertising cookies (including social media),Roku Advertising Services,HTTP Cookie,bench_new_T7_167816,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_X.com.br,Essential cookies,CLIENT_X - Brazil,HTTP Cookie,bench_new_T7_167778,,400,,https://www.CLIENT_X.com.br/,New First Party Trackers,,,,,
sync.company-target.com,Targeted Advertising cookies (including social media),"Demandbase, Inc.",HTTP Cookie,bench_new_T7_167830,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_X.com.br,Essential cookies,CLIENT_X - Brazil,HTTP Cookie,bench_new_T7_167813,,session,,https://www.CLIENT_X.com.br/,New First Party Trackers,,,,,
www.CLIENT_X.com.br,Essential cookies,CLIENT_X - Brazil,HTTP Cookie,bench_new_T7_167799,,365,,https://www.CLIENT_X.com.br/c-p/SCY964_02/bico-mamadeira-petala,New First Party Trackers,,,,,
r.turn.com,Targeted Advertising cookies (including social media),Nexxen Inc.,HTTP Cookie,bench_new_T7_167762,,,,,Existing CM Trackers-Not Found,,,,,
vidoomy.com,Targeted Advertising cookies (including social media),Vidoomy Media SL,HTTP Cookie,bench_new_T7_167755,,,,,Existing CM Trackers-Not Found,,,,,
www.CLIENT_X.com.gh,Essential cookies (exempt from consent),CLIENT_X - Ghana,ETag,blank (etag),,,,,Existing CM Trackers-Not Found,,,,,
api.bufferapp.com,Targeted Advertising cookies (including social media),Buffer,HTTP Cookie,bench_new_T7_167808,,,,,Existing CM Trackers-Not Found,,,,,
netmng.com,Targeted Advertising cookies (including social media),Zeta Global Corp.,HTTP Cookie,bench_new_T7_167837,,,,,Existing CM Trackers-Not Found,,,,,
www.crsc.lighting.CLIENT_X.com,Targeted Advertising cookies (including social media),Signify (formerly CLIENT_X Lighting),HTTP Cookie,bench_new_T7_167832,,,,,Existing CM Trackers-Not Found,,,,,
www.CLIENT_X.com.br,Essential cookies,CLIENT_X - Brazil,HTTP Cookie,bench_new_T7_167712,,365,,https://www.CLIENT_X.com.br/c-p/SCY964_02/bico-mamadeira-petala,New First Party Trackers,,,,,
d.la2-c2-cdg.salesforceliveagent.com,Targeted Advertising cookies (including social media),"Salesforce.com, Inc.",HTTP Cookie,bench_new_T7_167824,,,,,Existing CM Trackers-Not Found,,,,,
