tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
s2.go-mpulse.net,Performance cookies,Akamai,JavaScript,bench_new_T7_162378,,,TRUE,http://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
custom.yieldify.com,Targeted Advertising cookies (including social media),Yieldify,JavaScript,bench_new_T7_162334,,,TRUE,http://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
www.CLIENT_X.co.za,Essential cookies (exempt from consent),CLIENT_X - South Africa,HTTP Cookie,_sdsat_pgm_optin,,bench_update_duration,TRUE,http://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
*.fls.doubleclick.net,Targeted Advertising cookies (including social media),Google Advertising Products,Beacon,bench_new_T7_162345,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_X.si,Essential cookies (exempt from consent),CLIENT_X - Slovenia,HTTP Cookie,s_nrpv,,bench_update_duration,TRUE,https://www.CLIENT_X.hu/c-w/support-home/support-contact-page,Existing CM Trackers-Found,,,,,
CLIENT_X.hu,Performance cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162261,,session,TRUE,https://www.CLIENT_X.hu/a-w/cookie-iranyelvek,Existing CM Trackers-Found,,,,,
CLIENT_X.janrainsso.com,Performance cookies,Akamai,Local Storage,bench_new_T7_162344,,,,https://www.CLIENT_X.hu/shop/HU_Genertel/login,New Third Party Trackers,,,,,
edge.yieldify.com,Targeted Advertising cookies (including social media),Yieldify,Beacon,bench_new_T7_162376,,,,,Existing CM Trackers-Not Found,,,,,
cdn.mouseflow.com,Performance cookies,Mouseflow,ETag,bench_new_T7_162283,,,,https://www.CLIENT_X.hu/c-e/pe/oral-healthcare,New Third Party Trackers,,,,,
www.CLIENT_X-hue.com,Performance cookies,CLIENT_X Hue,ETag,bench_new_T7_162282,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_Xb2c.my.site.com,Performance cookies,"Salesforce.com, Inc.",ETag,bench_new_T7_162280,,,TRUE,https://www.CLIENT_X.hu/c-w/support-home/support-contact-page,Existing CM Trackers-Found,,,,,
www.tienda.CLIENT_X.cl,Essential cookies (exempt from consent),CLIENT_X - Chile,Local Storage,blank (local storage),,bench_update_duration,,,Existing CM Trackers-Not Found,,,,,
consent-st.trustarc.com,Essential cookies,TrustArc,JavaScript,bench_new_T7_162357,,,TRUE,https://www.CLIENT_X.hu/shop/HU_Genertel/country-selector/,Existing CM Trackers-Found,,,,,
lighting.CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162294,,,,,Existing CM Trackers-Not Found,,,,,
company-target.com,Targeted Advertising cookies (including social media),"Demandbase, Inc.",HTTP Cookie,bench_new_T7_162339,,396,TRUE,https://www.CLIENT_X.hu/a-w/cookie-iranyelvek,Existing CM Trackers-Found,,,,,
CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162322,,,,,Existing CM Trackers-Not Found,,,,,
edge.yieldify.com,Targeted Advertising cookies (including social media),Yieldify,Beacon,bench_new_T7_162394,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_X.co.uk,Essential cookies,CLIENT_X - United Kingdom,HTTP Cookie,bench_new_T7_162352,,,,,Existing CM Trackers-Not Found,,,,,
CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162266,,0,TRUE,https://www.CLIENT_X.hu/a-w/cookie-iranyelvek,Existing CM Trackers-Found,,,,,
recaptcha.net,Performance cookies,Google Inc.,Local Storage,bench_new_T7_162397,,,,,Existing CM Trackers-Not Found,,,,,
snap.licdn.com,Performance cookies,LinkedIn,JavaScript,bench_new_T7_162248,,,TRUE,https://www.CLIENT_X.hu/c-e/ho/watercare.html,Existing CM Trackers-Found,,,,,
www.realpro.lighting.CLIENT_X.com,Essential cookies,Koninklijke CLIENT_X N.V.,ETag,bench_new_T7_162308,,,,,Existing CM Trackers-Not Found,,,,,
www.realpro.lighting.CLIENT_X.com,Essential cookies,Koninklijke CLIENT_X N.V.,ETag,bench_new_T7_162362,,,,,Existing CM Trackers-Not Found,,,,,
maps.googleapis.com,Performance cookies,Google Inc.,ETag,bench_new_T7_162369,,,TRUE,https://www.CLIENT_X.hu/c-w/support-home/service-center-locator.html,Existing CM Trackers-Found,,,,,
www.CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162340,,7,TRUE,https://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
www.CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162295,,365,TRUE,https://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
assets.adoberesources.net,Performance cookies,Adobe Inc.,ETag,bench_new_T7_162292,,,,,Existing CM Trackers-Not Found,,,,,
www.accounts.CLIENT_X.com,Essential cookies,Koninklijke CLIENT_X N.V.,JavaScript,bench_new_T7_162241,,,,,Existing CM Trackers-Not Found,,,,,
h64.online-metrix.net,Performance cookies,LexisNexis Risk Solutions (formerly ThreatMetrix),JavaScript,bench_new_T7_162398,,,TRUE,https://www.CLIENT_X.hu/c-f/XC000003362/mi%C3%A9rt-van-l%C3%A9gbubor%C3%A9k-a-CLIENT_X-lumea-%C3%BCveg%C3%A9n,Existing CM Trackers-Found,,,,,
*.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,bench_new_T7_162341,,,,https://www.CLIENT_X.hu/healthcare/about/support/resource-center/results,New Third Party Trackers,,,,,
CLIENT_X.janrainsso.com,Performance cookies,Akamai,Local Storage,bench_new_T7_162385,,,,https://www.CLIENT_X.hu/shop/HU_Genertel/login,New Third Party Trackers,,,,,
www.CLIENT_X.hu,Essential cookies,CLIENT_X - Hungary,HTTP Cookie,bench_new_T7_162311,,365,TRUE,https://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
company-target.com,Targeted Advertising cookies (including social media),"Demandbase, Inc.",HTTP Cookie,bench_new_T7_162368,,396,TRUE,https://www.CLIENT_X.hu/a-w/cookie-iranyelvek,Existing CM Trackers-Found,,,,,
www.gearselectiontool.lighting.CLIENT_X.com,Performance cookies,Signify (formerly CLIENT_X Lighting),JavaScript,bench_new_T7_162361,,,,,Existing CM Trackers-Not Found,,,,,
images.CLIENT_X.com,Essential cookies,Koninklijke CLIENT_X N.V.,ETag,bench_new_T7_162343,,,TRUE,https://www.CLIENT_X.hu/c-p/BHA710_00/7000-series-levegoes-hajformazo,Existing CM Trackers-Found,,,,,
CLIENT_X.fr,Essential cookies (exempt from consent),CLIENT_X - France,HTTP Cookie,iadvize_test_cookie_top_domain,,bench_update_duration,TRUE,https://www.CLIENT_X.hu/a-w/cookie-iranyelvek,Existing CM Trackers-Found,,,,,
cdn-scripts.signifyd.com,Essential cookies,Signifyd,ETag,bench_new_T7_162290,,,TRUE,http://www.CLIENT_X.hu/,Existing CM Trackers-Found,,,,,
www.powersensormonitor.CLIENT_X.com,Essential cookies (exempt from consent),Koninklijke CLIENT_X N.V.,JavaScript,blank (java),,,,,Existing CM Trackers-Not Found,,,,,
youtube.com,Targeted Advertising cookies (including social media),Google Advertising Products,HTTP Cookie,bench_new_T7_162386,,180,TRUE,https://www.CLIENT_X.hu/c-e/pe/senseiq-velemenyek,Existing CM Trackers-Found,,,,,
