tracking_domain,consent_category,vendor_name,tracker_type,tracker_name,tracker_purpose,tracker_duration,3rd_party_sharing,first_found_at,party_type,vendor_description,modified,consent_category_new,tracker_purpose_[language code],vendor_description_[language code]
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,JavaScript,,,,,https://www.CLIENT_X.ae/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
tracker-detail-page.trustarc.com,Essential cookies,TrustArc,ETag,,,,,https://www.CLIENT_X.ae/a-w/cookie-notice,New Third Party Trackers,"TrustArc provides privacy compliance and risk management with integrated technology, consulting and TRUSTe certification solutions.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,Beacon,,,,,https://www.CLIENT_X.ae/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,HTTP Cookie,dekisession,,400,,https://www.CLIENT_X.ae/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
agent-versuni.mindtouch.us,Performance cookies,MindTouch,HTTP Cookie,mtwebsession,,session,,https://www.CLIENT_X.ae/c-f/XC000021443/my-CLIENT_X-fan-makes-an-unusual-noise-when-oscillating,New Third Party Trackers,"MindTouch provides self-service cloud software to customers that create experts and improves marketing, sales and support.",,,,
beacon.speedcurve.com,Performance cookies,Speedcurve,Beacon,,,,,https://www.CLIENT_X.ae/a-w/about,New Third Party Trackers,Monitor the front-end performance and build of your website. Compare yourself to others and beat the competition.,,,,
c.la1-c2-par.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.CLIENT_X.ae/c-t/XC000006201/my-CLIENT_X-toaster-smells-during-first-time-use,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
d.la1-c2-par.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.CLIENT_X.ae/c-t/XC000006201/my-CLIENT_X-toaster-smells-during-first-time-use,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
d.la11-core1.sfdc-cehfhs.salesforceliveagent.com,Performance cookies,"Salesforce.com, Inc.",JavaScript,,,,,https://www.CLIENT_X.ae/c-t/XC000006201/my-CLIENT_X-toaster-smells-during-first-time-use,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
force.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,BrowserId,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
koninklijkeCLIENT_Xnvproduction2k8xfrmr.analytics.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.ae/a-w/about/news/all-news,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
koninklijkeCLIENT_Xnvproduction2k8xfrmr.org.coveo.com,Performance cookies,Coveo Solutions Inc.,Beacon,,,,,https://www.CLIENT_X.ae/a-w/about/news/all-news,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
CLIENT_Xb2c.file.force.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.file.force.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.file.force.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,LSKey-c$CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.lightning.force.com,Performance cookies,"Salesforce.com, Inc.",Beacon,,,,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.lightning.force.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.lightning.force.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,LSKey-c$CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.my.salesforce.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
CLIENT_Xb2c.my.salesforce.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,LSKey-c$CookieConsentPolicy,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
raw.githubusercontent.com,Performance cookies,GitHub Inc.,ETag,,,,,https://www.CLIENT_X.ae/healthcare/about/contact,New Third Party Trackers,GitHub provides code hosting services that allow developers to build software for open source and private projects in organizations.,,,,
salesforce.com,Performance cookies,"Salesforce.com, Inc.",HTTP Cookie,BrowserId,,365,,https://www.CLIENT_X.ae/c-f/XC000019471/CLIENT_X-one-battery-replacement-instructions,New Third Party Trackers,"Salesforce.com, Inc. is a cloud computing company that develops CRM solutions and provides business software on a subscription basis.",,,,
static.cloud.coveo.com,Performance cookies,Coveo Solutions Inc.,JavaScript,,,,,https://www.CLIENT_X.ae/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
static.cloud.coveo.com,Performance cookies,Coveo Solutions Inc.,ETag,,,,,https://www.CLIENT_X.ae/healthcare/about/support/resource-center/results,New Third Party Trackers,"Coveo personalizes every digital experience for customers, partners, dealers, and employees. Coveo combines unified search, analytics and machine learning to deliver relevant information and recommendations across every business interaction, making websites, ecommerce, contact centers and intranets effortless and efficient.",,,,
ct.pinterest.com,Targeted Advertising cookies (including social media),Pinterest,Beacon,,,,,https://www.CLIENT_X.ae/ar,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
ct.pinterest.com,Targeted Advertising cookies (including social media),Pinterest,JavaScript,,,,,https://www.CLIENT_X.ae/,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
ct.pinterest.com,Targeted Advertising cookies (including social media),Pinterest,ETag,,,,,https://www.CLIENT_X.ae/,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
ct.pinterest.com,Targeted Advertising cookies (including social media),Pinterest,HTTP Cookie,_pinterest_ct_ua,,365,,https://www.CLIENT_X.ae/ar,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
pinterest.com,Targeted Advertising cookies (including social media),Pinterest,HTTP Cookie,ar_debug,,365,,https://www.CLIENT_X.ae/ar,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
s.pinimg.com,Targeted Advertising cookies (including social media),Pinterest,JavaScript,,,,,https://www.CLIENT_X.ae/,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
s.pinimg.com,Targeted Advertising cookies (including social media),Pinterest,ETag,,,,,https://www.CLIENT_X.ae/,New Third Party Trackers,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,,,,
www.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,ETag,,,,,https://www.CLIENT_X.ae/a-w/about/news/all-news,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.com,Targeted Advertising cookies (including social media),Koninklijke CLIENT_X N.V.,HTTP Cookie,AWSALBCORS,,7,,https://www.CLIENT_X.ae/c-m-pe/teeth-whitening/home-teeth-whitening,New Third Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving lives through innovations in the areas of health care, consumer lifestyle and lighting.",,,,
www.CLIENT_X.ae,Essential cookies,CLIENT_X - Middle East Arab,HTTP Cookie,eddl_gtm_qe_session_start*,,session,,https://www.CLIENT_X.ae/ar,New First Party Trackers,"CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.",,,,
